RAJ2000	DEJ2000	HIP	RArad	DErad	Plx	pmRA	pmDE	Hpmag	B-V
036.7202465430	+66.1787253705	 11401	036.72026123	+66.17872347	   1.99	   -2.44	    0.78	10.1954	 0.673
036.7297119282	-36.2517760403	 11402	036.72973131	-36.25156935	   9.56	   -6.43	  -85.04	 9.2129	 0.528
036.7342964291	+74.5833680095	 11403	036.73425090	+74.58339552	   0.58	    4.98	  -11.32	 8.1133	 1.810
036.7392944905	-14.4850747124	 11404	036.73926966	-14.48509797	   6.04	    9.89	    9.57	 9.1074	 0.382
036.7417310309	+26.0408667274	 11405	036.74176295	+26.04096132	   8.37	  -11.80	  -38.92	 7.1176	 0.588
036.7445499007	+22.8787355755	 11406	036.74458813	+22.87875597	   2.44	  -14.49	   -8.39	 8.1705	 1.060
036.7463407281	-47.7038402102	 11407	036.74627095	-47.70382674	   6.42	   19.32	   -5.54	 4.2002	-0.136
036.7541205828	+31.2881137289	 11408	036.75387482	+31.28818660	  12.67	   86.41	  -29.98	 7.7421	 0.100
036.7592437599	+33.9286143126	 11409	036.75931280	+33.92861492	   8.09	  -23.57	   -0.25	 8.5115	 0.607
036.7597585555	+67.0627655846	 11410	036.75981132	+67.06318797	  17.98	   -8.46	 -173.78	11.2121	 1.200
036.7642538446	+06.2264759280	 11411	036.76427715	+06.22658973	  11.30	   -9.53	  -46.82	 8.1587	 0.537
036.7708958167	-06.0981267054	 11412	036.77089305	-06.09807851	   3.56	    1.13	  -19.83	 8.5834	 1.029
036.7707761897	-69.9077730548	 11413	036.77084333	-69.90767955	   5.42	   -9.49	  -38.47	 9.2449	 1.082
036.7753775525	+43.7590920247	 11414	036.77538408	+43.75909322	   0.81	   -1.94	   -0.49	 9.1681	-0.021
036.7801564080	+27.0123956793	 11415	036.78023263	+27.01257783	   6.14	  -27.94	  -74.94	 6.2645	 1.461
036.7813286773	-14.5743415521	 11416	036.78128478	-14.57435220	   6.56	   17.48	    4.38	10.1217	 0.627
036.7955882914	+03.1564070964	 11417	036.79564216	+03.15659184	  17.88	  -22.13	  -76.01	 8.5640	 0.739
036.7983135493	-26.8213307464	 11418	036.79831998	-26.82122947	   5.50	   -2.36	  -41.67	 9.2327	 0.589
036.8009304291	-57.4148987777	 11419	036.80082442	-57.41491637	   5.45	   23.49	    7.24	 9.3416	 0.360
036.8073588065	+59.4606040114	 11420	036.80736082	+59.46060549	   2.69	   -0.42	   -0.61	10.0557	 1.594
036.8120095991	+36.9673060873	 11421	036.81199025	+36.96730968	   2.42	    6.36	   -1.48	 7.5036	 1.495
036.8301820682	+13.9679144519	 11422	036.83012326	+13.96793672	  -0.91	   23.48	   -9.16	 9.4970	 1.074
036.8313513908	+32.7396890693	 11423	036.83133119	+32.73969797	   4.59	    6.99	   -3.66	10.2826	 1.670
036.8353476696	+41.5217838105	 11424	036.83531040	+41.52179677	   4.04	   11.48	   -5.33	 8.0493	-0.004
036.8425319350	-01.0242419454	 11425	036.84256944	-01.02423373	   2.52	  -15.43	   -3.38	 9.3133	 0.245
036.8460977059	+53.5000629069	 11426	036.84609064	+53.50007521	   2.15	    1.73	   -5.06	 8.6540	 0.090
036.8474603058	+10.1983244008	 11427	036.84818288	+10.19881771	  26.85	 -292.59	 -202.96	 6.5496	 0.450
036.8539498262	+40.9395651114	 11428	036.85398644	+40.93958064	   2.74	  -11.38	   -6.39	 8.1571	 1.224
036.8552230485	+59.1055942442	 11429	036.85465571	+59.10582420	  12.70	  119.85	  -94.61	 7.5495	 0.409
036.8625580499	+36.3499316594	 11430	036.86246224	+36.35006604	   5.19	   31.75	  -55.29	 9.8616	 0.508
036.8628016575	+25.6494910511	 11431	036.86285696	+25.64950580	   0.16	  -20.51	   -6.07	 8.8363	 1.555
036.8657140336	+31.8012794112	 11432	036.86578361	+31.80134871	  11.73	  -24.33	  -28.51	 5.7130	 1.114
036.8682422767	-27.6352047670	 11433	036.86843811	-27.63469275	  24.69	  -71.38	 -210.66	 9.2431	 0.879
036.8686256449	-75.7403528055	 11434	036.86857019	-75.74043153	   3.61	    5.62	   32.39	 7.2668	 1.131
036.8694516883	-02.7220550142	 11435	036.86933671	-02.72202629	  10.83	   47.25	  -11.82	 8.7432	 0.446
036.8697044806	+41.0483422295	 11436	036.86964022	+41.04840287	   6.70	   19.94	  -24.95	 8.0101	 0.039
036.8718936086	+30.9735037470	 11437	036.87166745	+30.97367393	  25.03	   79.78	  -70.02	10.2419	 1.205
036.8726687676	-00.7515352613	 11438	036.87263129	-00.75154775	   0.75	   15.42	    5.14	 7.1986	 1.516
036.8765145572	-30.9098817138	 11439	036.87524072	-30.90970412	  48.50	  449.66	  -73.07	10.9646	 1.449
036.8770991723	-00.9511147961	 11440	036.87709052	-00.95110651	   0.48	    3.56	   -3.41	10.6722	 0.339
036.8837134403	+16.6435117516	 11441	036.88367049	+16.64361077	   9.46	   16.93	  -40.74	 7.3320	 0.377
036.8846811981	-01.9448019201	 11442	036.88468930	-01.94480513	   6.42	   -3.33	    1.32	 8.7962	 0.415
036.8890571276	+07.7120647060	 11443	036.88880217	+07.71252804	  29.66	  103.95	 -190.63	10.0193	 0.952
036.8942009574	+48.2318384613	 11444	036.89413510	+48.23186282	   3.12	   18.05	  -10.02	 7.7250	 0.061
036.9102016759	-06.9287245317	 11445	036.91020829	-06.92863635	   6.17	   -2.70	  -36.28	 7.2186	 0.987
036.9186276370	-13.6680243742	 11446	036.91863394	-13.66802430	   6.86	   -2.52	   -0.03	 9.4833	 0.372
036.9262467804	-64.7781545855	 11447	036.92616316	-64.77813864	   2.70	   14.66	   -6.56	 9.5297	 1.252
036.9264467505	-33.8965674296	 11448	036.92639264	-33.89657268	  19.52	   18.48	    2.16	 7.7036	 0.537
036.9275431325	-09.8051266723	 11449	036.92761338	-09.80505901	  12.87	  -28.48	  -27.84	 8.7059	 0.501
036.9320221108	-45.0477014011	 11450	036.93208235	-45.04763062	   3.53	  -17.51	  -29.12	 8.0471	 1.210
036.9371882650	-11.9790279780	 11451	036.93721244	-11.97899495	   5.06	   -9.73	  -13.59	 9.0640	 0.784
036.9410895680	+04.4321524720	 11452	036.94087889	+04.43156914	  58.33	   86.42	  240.00	 8.7836	 1.397
036.9425464708	-05.0270888276	 11453	036.94196562	-05.02732590	  15.32	  238.06	   97.54	 9.4771	 0.746
036.9430705439	-41.1815427113	 11454	036.94303660	-41.18153000	   7.33	   10.51	   -5.23	 9.2176	 0.559
036.9451582772	-69.5239976750	 11455	036.94524923	-69.52406947	   6.20	  -13.09	   29.54	 6.7829	 1.269
036.9451779613	-61.9845692470	 11456	036.94528420	-61.98457980	   6.53	  -20.53	    4.34	 8.4650	 0.330
036.9455355330	+16.1248623672	 11457	036.94556774	+16.12486203	   8.97	  -12.73	    0.14	 9.5346	 0.581
036.9522968546	-36.6933572783	 11458	036.95215139	-36.69341026	  10.34	   47.99	   21.80	 8.7263	 0.470
036.9571773685	-37.0124861451	 11459	036.95673914	-37.01238576	  11.62	  143.97	  -41.30	 9.7573	 0.695
036.9600526221	+62.8906005596	 11460	036.95981463	+62.89068616	   4.93	   44.62	  -35.22	 8.0176	 1.484
036.9603937507	+12.9574812909	 11461	036.96038719	+12.95755739	   9.54	    2.63	  -31.31	 8.4103	 0.546
036.9624058276	+72.1332125494	 11462	036.96237770	+72.13322266	   1.20	    3.55	   -4.16	 7.7978	 0.046
036.9623125590	-29.7162178334	 11463	036.96235303	-29.71592276	   6.72	  -14.46	 -121.40	 9.0161	 1.037
036.9630335914	-77.4185509845	 11464	036.96262766	-77.41856744	   4.69	   36.38	    6.77	 8.6181	 1.125
036.9657444250	+50.5699737149	 11465	036.96562109	+50.57019419	  17.69	   32.23	  -90.71	 6.2532	 0.435
036.9735380757	-67.1645071509	 11466	036.97351935	-67.16452837	   1.52	    2.99	    8.73	 8.7687	 1.298
036.9786815141	+73.7126405554	 11467	036.97798898	+73.71274390	   9.42	   79.91	  -42.52	 7.3635	 0.352
036.9829333438	-28.7973020901	 11468	036.98288822	-28.79726318	   4.91	   16.27	  -16.01	 8.5793	 0.969
036.9890017003	-58.1395008135	 11469	036.98890224	-58.13953589	  11.13	   21.60	   14.43	 7.5038	 0.505
036.9934559597	-07.2035212748	 11470	036.99365117	-07.20339661	   9.36	  -79.68	  -51.29	 9.8640	 0.640
036.9969941134	-30.4411246557	 11471	036.99693469	-30.44112240	   1.83	   21.08	   -0.93	 7.6814	 1.581
036.9984563727	+38.8588104201	 11472	036.99839910	+38.85879392	   4.83	   18.35	    6.79	 9.1702	 0.389
036.9992152151	+52.5493311912	 11473	036.99921114	+52.54934223	   1.18	    1.02	   -4.54	 7.8908	-0.010
036.9996919785	+01.9608383819	 11474	036.99969979	+01.96087968	   6.00	   -3.21	  -16.99	 6.6225	 0.971
037.0019745259	+65.4635365508	 11475	037.00204979	+65.46354306	   3.72	  -12.86	   -2.68	 8.6890	 0.193
037.0060233069	-75.3702252135	 11476	037.00735131	-75.37000887	  21.94	 -138.00	  -89.01	10.2620	 1.065
037.0070974124	-33.8110402954	 11477	037.00704186	-33.81105276	  21.46	   18.99	    5.13	 5.1641	 0.089
037.0092939607	+50.9553120390	 11478	037.00919441	+50.95536488	   4.14	   25.80	  -21.74	 8.7985	 0.441
037.0182756573	-64.2997684246	 11479	037.01808028	-64.29978330	   8.39	   34.86	    6.12	 6.3555	-0.025
037.0208042157	+59.4792512357	 11480	037.02080340	+59.47924995	  -0.28	    0.17	    0.53	11.0194	 1.300
037.0240371032	-57.6511707359	 11481	037.02395325	-57.65120841	  10.50	   18.46	   15.50	 9.0021	 0.433
037.0316917188	-65.5629926708	 11482	037.03202079	-65.56294712	   6.31	  -56.01	  -18.74	 7.2308	 1.118
037.0332988721	+80.6173814945	 11483	037.03342709	+80.61738429	   3.90	   -8.60	   -1.15	 8.4606	 0.155
037.0397610866	+08.4600557416	 11484	037.03965837	+08.46008868	  16.89	   41.80	  -13.55	 4.2725	-0.053
037.0416231363	+38.8411029362	 11485	037.04144018	+38.84113441	  12.84	   58.63	  -12.95	 7.1063	 0.316
037.0415833822	+29.6693293662	 11486	037.04162629	+29.66953827	  20.07	  -15.34	  -85.95	 5.3697	 0.311
037.0432699150	+57.2748021209	 11487	037.04329788	+57.27480560	   3.30	   -6.22	   -1.43	 8.1077	 0.233
037.0448526926	-50.3027194374	 11488	037.04460295	-50.30278249	   5.49	   65.63	   25.94	 7.1258	 1.125
037.0463224707	-46.1134049359	 11489	037.04584715	-46.11354462	  10.63	  135.57	   57.47	 9.8851	 0.701
037.0488793455	+29.8733274100	 11490	037.04889014	+29.87333762	   5.22	   -3.85	   -4.20	 7.3956	 0.722
037.0500953829	+23.7060448072	 11491	037.04998304	+23.70645999	   7.81	   42.32	 -170.82	10.9116	 0.827
037.0561375064	+54.3816414204	 11492	037.05613404	+54.38164140	   1.38	    0.83	    0.01	 9.0162	 1.133
037.0598066064	-42.4249528256	 11493	037.05987078	-42.42484289	  12.81	  -19.49	  -45.23	 8.3265	 0.451
037.0621770506	+34.1955310673	 11494	037.06215243	+34.19553931	   1.18	    8.38	   -3.39	 7.9679	 1.498
037.0652730452	-26.4302194002	 11495	037.06523016	-26.43034613	   4.99	   15.80	   52.14	 7.8051	 1.034
037.0674576508	-36.3408495442	 11496	037.06740017	-36.34089329	   2.32	   19.05	   18.00	 7.3037	 1.629
037.0705571987	+48.9006462192	 11497	037.07053047	+48.90066250	   2.59	    7.23	   -6.70	 9.3058	 0.183
037.0718230755	+68.6563129638	 11498	037.07184979	+68.65631447	  -0.49	   -4.00	   -0.62	 9.2082	 0.392
037.0736940890	+24.6316921561	 11499	037.07370422	+24.63169711	   3.55	   -3.79	   -2.04	 8.6509	 1.020
037.0744430064	+24.5072751674	 11500	037.07438822	+24.50735963	   2.56	   20.51	  -34.75	10.4146	 0.413
037.0754056889	-14.2074089376	 11501	037.07530600	-14.20726745	  10.91	   39.76	  -58.21	 8.8698	 0.684
037.0761428259	-52.3508256354	 11502	037.07619881	-52.35066605	  10.08	  -14.07	  -65.66	 9.1611	 0.635
037.0792640454	-61.3053756269	 11503	037.07930829	-61.30539755	   4.85	   -8.74	    9.02	 8.9826	 0.461
037.0794471052	-11.7163466598	 11504	037.07945696	-11.71639583	   3.69	   -3.97	   20.23	 8.8106	 0.902
037.0863131008	+62.2190110954	 11505	037.08541846	+62.21889776	  17.87	  171.56	   46.63	 7.9156	 0.650
037.0913451237	+10.5674650557	 11506	037.09125142	+10.56763349	  13.44	   37.90	  -69.30	11.8622	 1.198
037.0955016924	+01.4815444342	 11507	037.09552943	+01.48176700	  21.45	  -11.41	  -91.57	 8.7004	 0.697
037.0964680108	-07.3649838352	 11508	037.09646735	-07.36498476	   0.81	    0.27	    0.38	 9.6994	 1.560
037.0969702910	+22.8782109028	 11509	037.09647077	+22.87823426	  10.01	  189.35	   -9.61	11.5975	 1.049
037.0977586106	+42.7989154794	 11510	037.09779449	+42.79890002	   0.79	  -10.83	    6.36	12.2600	 0.000
037.1011818290	+42.8024803524	 11511	037.10120217	+42.80248560	   0.43	   -6.14	   -2.16	 9.1186	 0.065
037.1086827816	+14.7670831931	 11512	037.10866335	+14.76709741	   1.97	    7.73	   -5.85	10.2624	 0.383
037.1179730875	+53.0684437925	 11513	037.11788660	+53.06849048	   3.81	   21.38	  -19.21	 7.3830	 1.649
037.1202790324	-45.0229409753	 11514	037.12003660	-45.02295498	  17.01	   70.50	    5.76	 8.7987	 0.670
037.1248633908	+35.2980590351	 11515	037.12481002	+35.29809605	   3.08	   17.92	  -15.23	 8.6708	 0.312
037.1263077389	-56.7940682324	 11516	037.12623513	-56.79407771	   2.80	   16.36	    3.90	 9.3313	 1.188
037.1351613346	-08.3583628878	 11517	037.13510655	-08.35836503	  -0.45	   22.30	    0.88	11.9347	 0.000
037.1378070576	+12.7523733083	 11518	037.13771518	+12.75244652	   4.16	   36.87	  -30.12	 8.7065	 0.440
037.1407005209	+41.7489976500	 11519	037.14071482	+41.74900689	   1.15	   -4.39	   -3.80	 9.1972	 0.050
037.1413461763	+48.2942090445	 11520	037.14114758	+48.29422142	   8.93	   54.36	   -5.09	 7.9216	 0.493
037.1414205352	-03.4371854433	 11521	037.14140220	-03.43712723	   4.74	    7.53	  -23.95	 8.7894	 1.128
037.1432528041	+13.8765035386	 11522	037.14293154	+13.87661124	   8.90	  128.32	  -44.31	 8.6823	 0.318
037.1454692146	-32.9290849588	 11523	037.14541089	-32.92914047	   1.36	   20.14	   22.84	 9.3005	 1.071
037.1476300727	-31.1024463124	 11524	037.14773189	-31.10240166	   9.09	  -35.87	  -18.37	 6.2802	 1.106
037.1497770243	-09.7253578002	 11525	037.14971646	-09.72537241	   4.97	   24.56	    6.01	 8.6325	 0.126
037.1507429220	+29.7367092782	 11526	037.15072985	+29.73667192	   6.43	    4.67	   15.37	 8.6127	 0.356
037.1599787558	+63.1876630205	 11527	037.15981392	+63.18769389	   6.00	   30.59	  -12.70	 7.7009	 0.208
037.1653031221	-55.6112207579	 11528	037.16537779	-55.61120933	   3.70	  -17.35	   -4.70	 9.4486	 1.308
037.1658750374	+49.3065512229	 11529	037.16588786	+49.30655329	   0.22	   -3.44	   -0.85	 8.6971	 0.124
037.1707952300	-51.3038494976	 11530	037.17055011	-51.30401485	   4.99	   63.05	   68.03	 9.1067	 0.450
037.1718654124	-56.4362672001	 11531	037.17166450	-56.43635988	   8.75	   45.70	   38.13	 8.6124	 0.436
037.1717161388	+17.8059741657	 11532	037.17202478	+17.80640661	  12.40	 -120.90	 -177.92	10.3659	 0.830
037.1743989068	-19.7988469697	 11533	037.17447150	-19.79882908	  11.55	  -28.10	   -7.36	 8.0001	 0.422
037.1798560256	-38.9603661082	 11534	037.17986175	-38.96037367	   2.62	   -1.83	    3.11	 9.0213	 0.437
037.1809448965	-08.7531131618	 11535	037.18097937	-08.75309462	   5.03	  -14.02	   -7.63	 9.1024	 0.778
037.1824056729	+41.9318374994	 11536	037.18234928	+41.93186373	   1.79	   17.26	  -10.79	 8.8833	 0.218
037.1829529701	-31.2271681240	 11537	037.18265194	-31.22711086	  16.71	  105.91	  -23.56	 9.3892	 0.713
037.1862916963	+03.5727880787	 11538	037.18606341	+03.57283973	  12.27	   93.74	  -21.25	 7.9585	 0.518
037.1885254621	+19.3576105925	 11539	037.18856560	+19.35770339	   8.86	  -15.58	  -38.18	 9.6276	 0.480
037.1889476786	+59.6212200857	 11540	037.18897262	+59.62119544	   4.07	   -5.19	   10.14	10.1681	 1.300
037.1908044849	+29.6870250261	 11541	037.19057417	+29.68703985	  14.08	   82.32	   -6.10	 7.6193	 0.570
037.1937033213	+32.2594876377	 11542	037.19241900	+32.25925545	  38.21	  446.84	   95.53	 9.6768	 1.330
037.1936356747	-11.3467178354	 11543	037.19343465	-11.34660367	  15.24	   81.09	  -46.97	 7.1511	 0.427
037.1940551087	+37.0287318622	 11544	037.19403258	+37.02879306	   5.02	    7.40	  -25.18	 8.6609	 0.981
037.1946475663	+65.5043011910	 11545	037.19466164	+65.50429507	   3.19	   -2.40	    2.52	 9.0231	 0.189
037.1972144241	-15.2994396040	 11546	037.19718323	-15.29942806	   5.05	   12.38	   -4.75	 9.0702	 0.465
037.2004102112	+23.8705252752	 11547	037.20043139	+23.87053247	   1.34	   -7.97	   -2.96	 8.4713	 0.130
037.2020577839	+29.9317587531	 11548	037.20224438	+29.93158392	  31.84	  -66.53	   71.93	 6.0211	 0.591
037.2036811887	-24.9818104883	 11549	037.20365891	-24.98180986	   4.84	    8.31	   -0.26	 9.1571	 0.578
037.2047615975	+49.5670028608	 11550	037.20493642	+49.56713450	   9.16	  -46.65	  -54.16	 8.7744	 0.970
037.2103705770	-44.1154113180	 11551	037.21035483	-44.11538344	   1.19	    4.65	  -11.47	 8.7628	 1.589
037.2146694614	-24.8122744306	 11552	037.21447444	-24.81224821	   8.58	   72.83	  -10.79	 9.0322	 0.436
037.2151742520	-18.6190530507	 11553	037.21527100	-18.61906968	  12.16	  -37.72	    6.84	 8.1728	 0.551
037.2181179891	+27.2607230296	 11554	037.21814260	+27.26069960	   5.58	   -9.00	    9.64	 8.6980	 0.309
037.2187605605	-52.4797611435	 11555	037.21868929	-52.47971455	   6.06	   17.86	  -19.17	 9.6281	 0.514
037.2204611604	-40.4352997709	 11556	037.22040956	-40.43528538	   4.60	   16.16	   -5.92	 8.1856	 1.002
037.2279214280	+08.7704390074	 11557	037.22783806	+08.77044129	  -0.03	   33.90	   -0.94	 8.5465	 1.272
037.2278487061	+12.0891575147	 11558	037.22783595	+12.08895853	  38.45	    5.13	   81.87	12.0461	 1.500
037.2288285575	+21.1896320673	 11559	037.22882809	+21.18962779	   7.87	    0.18	    1.76	 9.2914	 0.477
037.2308425172	+15.6000699640	 11560	037.23072593	+15.60014444	  12.96	   46.20	  -30.64	 8.9179	 0.570
037.2353880871	-35.6860413879	 11561	037.23538288	-35.68596266	   5.51	    1.74	  -32.39	 9.5496	 0.543
037.2409875267	-66.7682375755	 11562	037.24090354	-66.76826985	   3.95	   13.63	   13.28	 8.7667	 0.107
037.2420423949	+06.8141186787	 11563	037.24198247	+06.81411068	   2.85	   24.48	    3.29	 9.8584	 1.433
037.2483547842	+08.3793571509	 11564	037.24837984	+08.37935355	  -1.82	  -10.20	    1.48	 8.9190	 1.736
037.2570531186	-19.9791582379	 11565	037.25546522	-19.97961786	  51.16	  613.99	  189.10	 8.9011	 1.120
037.2572886205	-21.5723712856	 11566	037.25726173	-21.57234961	   1.04	   10.29	   -8.92	 8.9336	 1.007
037.2609509098	-23.2081642169	 11567	037.26090688	-23.20805637	   2.92	   16.65	  -44.37	 7.8865	 1.582
037.2657012843	-05.4463742421	 11568	037.26562227	-05.44636177	   3.80	   32.36	   -5.13	 8.3352	 0.992
037.2664491616	+67.4024769348	 11569	037.26661748	+67.40238406	  24.55	  -26.61	   38.21	 4.5135	 0.153
037.2795760873	-19.2885704088	 11570	037.27957016	-19.28844278	   8.28	    2.30	  -52.51	 8.0880	 0.498
037.2799483240	-18.5328399382	 11571	037.27990944	-18.53282501	   2.29	   15.17	   -6.14	 8.7697	 1.462
037.2805900385	+22.8680925713	 11572	037.28011741	+22.86860170	  17.10	  179.17	 -209.47	 9.3544	 0.880
037.2811884411	+37.3297368751	 11573	037.28110178	+37.32978157	   5.74	   28.35	  -18.39	 6.8375	 0.169
037.2834081728	-27.4071921203	 11574	037.28297436	-27.40715705	  12.33	  158.45	  -14.43	 8.9796	 0.647
037.2999072155	-42.0754250363	 11575	037.29958032	-42.07529296	  11.46	   99.83	  -54.34	 8.1210	 0.652
037.3021864655	-49.5187658732	 11576	037.30211226	-49.51869991	   0.92	   19.82	  -27.14	 9.9017	 0.694
037.3048061268	+78.8745985185	 11577	037.30317679	+78.87466908	  13.63	  129.35	  -29.03	 9.6221	 0.797
037.3070057031	+23.4690219848	 11578	037.30678103	+23.46907784	  10.50	   84.79	  -22.98	 6.2404	 0.155
037.3075241527	+29.0675576221	 11579	037.30750941	+29.06758441	   0.39	    5.30	  -11.02	 9.2668	 1.200
037.3101522847	-27.2578123817	 11580	037.31013380	-27.25783632	   2.51	    6.76	    9.85	 8.4820	 0.950
037.3111152438	-60.9137132704	 11581	037.31104690	-60.91375133	   3.59	   13.67	   15.66	 8.4247	 1.136
037.3137846166	-26.0987909180	 11582	037.31375820	-26.09878117	   1.45	    9.76	   -4.01	10.4327	 1.600
037.3223385237	+38.2252258411	 11583	037.32235749	+38.22522419	   3.61	   -6.13	    0.68	 7.3325	 0.206
037.3229756253	+21.5937685701	 11584	037.32270884	+21.59385925	  10.86	  102.06	  -37.31	 8.1269	 0.528
037.3272894589	-49.9066239107	 11585	037.32675673	-49.90701460	  11.16	  141.16	  160.74	 9.2313	 0.576
037.3292862538	-21.0379961400	 11586	037.32878402	-21.03790140	  18.70	  192.86	  -38.98	 7.2317	 0.447
037.3338299840	+00.7829452710	 11587	037.33359614	+00.78281854	   5.41	   96.20	   52.14	 8.5926	 0.494
037.3397670740	+30.8652969144	 11588	037.33974983	+30.86530267	   2.72	    6.09	   -2.37	 7.6585	 1.393
037.3398648231	-11.1002927638	 11589	037.33984756	-11.10029320	   3.31	    6.97	    0.18	 8.2431	 1.077
037.3407331906	-35.9415645746	 11590	037.34081701	-35.94151895	   3.76	  -27.92	  -18.77	 7.9253	 1.216
037.3448396911	+37.9721025129	 11591	037.34449477	+37.97207906	  10.98	  111.87	    9.65	 9.9857	 0.546
037.3483064014	-12.9107741111	 11592	037.34829914	-12.91080170	   4.23	    2.91	   11.35	 7.3018	 1.058
037.3540012470	+55.5362044406	 11593	037.35385749	+55.53623220	   6.14	   33.47	  -11.42	 6.5452	 0.091
037.3589106443	-22.3029442130	 11594	037.35888380	-22.30294903	   4.89	   10.22	    1.98	 9.5062	 0.505
037.3606310620	-36.1496590151	 11595	037.36056249	-36.14953987	   2.73	   22.78	  -49.02	 9.1213	 1.150
037.3755601476	-41.3636771730	 11596	037.37487654	-41.36360195	  19.44	  211.09	  -30.95	 9.6118	 0.822
037.3794678313	+02.1897054219	 11597	037.37908873	+02.18988314	  11.77	  155.86	  -73.12	 9.7608	 0.682
037.3821734361	-71.6329948420	 11598	037.37986601	-71.63298944	  17.64	  299.14	   -2.23	10.0850	 0.956
037.3843961835	+05.7672352616	 11599	037.38432358	+05.76726231	   4.30	   29.72	  -11.13	 8.1532	 1.260
037.3917386790	-24.1039630224	 11600	037.39080907	-24.10405612	  19.98	  349.12	   38.30	 7.5164	 1.049
037.3937292917	-75.8164373542	 11601	037.39371521	-75.81643157	   2.67	    1.42	   -2.38	 8.8252	 1.333
037.3969412748	+09.0063389508	 11602	037.39691632	+09.00631170	   3.31	   10.14	   11.21	 7.0271	 0.335
037.3973252686	+09.5656290084	 11603	037.39732692	+09.56562427	   9.74	   -0.67	    1.95	 6.2443	 1.021
037.4072726307	+60.6572739897	 11604	037.40728419	+60.65727720	   1.98	   -2.33	   -1.32	 8.5968	 0.267
037.4238260415	-65.9496441355	 11605	037.42382222	-65.94966212	   2.87	    0.64	    7.40	 9.7601	 1.412
037.4288811509	-02.2671421818	 11606	037.42881423	-02.26714551	   4.93	   27.51	    1.37	 8.8499	 0.431
037.4313991353	+60.6773715107	 11607	037.43141462	+60.67737049	   3.28	   -3.12	    0.42	 8.5798	 0.370
037.4357367225	+08.4988515022	 11608	037.43558733	+08.49883689	   3.89	   60.79	    6.01	 8.2709	 0.889
037.4356646082	-41.8578748071	 11609	037.43557914	-41.85789632	   3.44	   26.19	    8.85	 9.0538	 0.996
037.4360954286	+53.0611128619	 11610	037.43617223	+53.06116957	   5.81	  -18.99	  -23.33	 8.6065	 1.177
037.4422500337	+46.0318147047	 11611	037.44208482	+46.03200186	   5.91	   47.19	  -77.00	 6.8814	 1.115
037.4452816866	+60.7053465340	 11612	037.44529217	+60.70534986	   3.19	   -2.11	   -1.37	 9.4952	 0.337
037.4468652551	+00.0931519703	 11613	037.44686380	+00.09317236	   8.05	    0.60	   -8.39	10.0419	 0.400
037.4489429145	-13.2479788099	 11614	037.44889267	-13.24800324	   8.70	   20.12	   10.05	 8.6714	 0.546
037.4559159081	+44.1558568035	 11615	037.45593163	+44.15584861	  -0.08	   -4.64	    3.37	 8.3436	 1.445
037.4585622215	+03.1557705426	 11616	037.45872378	+03.15604831	   8.35	  -66.37	 -114.28	 8.9921	 0.611
037.4596367636	+19.9074464160	 11617	037.45962958	+19.90748414	   2.92	    2.78	  -15.52	 9.2278	 1.117
037.4604565858	+60.9611069362	 11618	037.46046355	+60.96113073	   4.08	   -1.39	   -9.79	 8.5933	 0.222
037.4685751737	+15.3783046997	 11619	037.46858349	+15.37838904	   3.25	   -3.30	  -34.70	 9.7376	 0.447
037.4730025605	-50.7328952505	 11620	037.47287833	-50.73288883	   5.16	   32.35	   -2.64	 8.5698	 0.565
037.4753477071	-68.6108149543	 11621	037.47515770	-68.61078431	   2.81	   28.51	  -12.61	 7.9298	 1.531
037.4806476887	-22.6831956747	 11622	037.48044490	-22.68318875	  11.06	   76.98	   -2.85	 6.8136	 0.193
037.4825261096	+39.1370711254	 11623	037.48256606	+39.13711125	   6.44	  -12.75	  -16.51	 6.9473	 1.075
037.4864024137	-13.9733681279	 11624	037.48637015	-13.97336118	   4.43	   12.88	   -2.86	 8.8879	 1.154
037.4939884335	+57.8207146557	 11625	037.49398802	+57.82071536	   2.21	    0.09	   -0.29	 7.3673	 0.685
037.4969093528	-48.8131537154	 11626	037.49688252	-48.81316424	   2.11	    7.27	    4.33	 8.6850	 1.510
037.5033903185	+53.8523227581	 11627	037.50338727	+53.85232971	   2.08	    0.74	   -2.86	 8.1825	 1.048
037.5156801780	-70.9147730171	 11628	037.51549620	-70.91479244	   3.56	   24.75	    7.99	 8.9313	 0.425
037.5202135998	-75.7845901161	 11629	037.51984550	-75.78467203	   4.83	   37.19	   33.70	 8.0097	 0.546
037.5211502837	-02.3955017983	 11630	037.52082136	-02.39519008	  10.46	  135.21	 -128.25	 8.3103	 0.493
037.5209228997	+56.6735174424	 11631	037.52093732	+56.67353385	   3.65	   -3.26	   -6.75	 8.0557	 0.155
037.5243892279	-16.9776556811	 11632	037.52439937	-16.97764734	   2.41	   -3.99	   -3.43	 8.6249	 0.986
037.5281260747	+68.7674420381	 11633	037.52815983	+68.76744019	   2.31	   -5.03	    0.76	10.0584	 0.415
037.5289885129	-12.2466186090	 11634	037.52891315	-12.24662366	   4.97	   30.30	    2.08	 9.7700	 0.394
037.5304613403	+33.4064903079	 11635	037.53037979	+33.40654611	   6.91	   28.01	  -22.96	 8.4304	 0.214
037.5327138127	+00.1028755352	 11636	037.53269731	+00.10291668	   7.16	    6.79	  -16.93	 9.1024	 0.494
